timestamp,sqlite_latency_ms,sqlite_status,sqlite_success,postgres_latency_ms,postgres_status,postgres_success,postgres_faster,difference_ms,ratio
2025-09-18T17:24:17.735044+00:00,162.04,200,True,207.17,200,True,False,45.13,1.279
2025-09-18T17:24:20.027748+00:00,137.76,200,True,136.15,200,True,True,-1.61,0.988
2025-09-18T17:24:22.314859+00:00,141.53,200,True,140.8,200,True,True,-0.73,0.995
